Left,Right,Date
Jackson State Tigers,Omaha Mavericks,11/25/2017
Brown Bears,LIU Brooklyn Blackbirds,11/25/2017
Indiana State Sycamores,Ball State Cardinals,11/25/2017
New Hampshire Wildcats,Utah State Aggies,11/25/2017
Holy Cross Crusaders,Albany Great Danes,11/25/2017
Maryland Eastern Shore Hawks,Tennessee Tech Golden Eagles,11/25/2017
Bradley Braves,Georgia Southern Eagles,11/25/2017
Campbell Fighting Camels,Bowling Green Falcons,11/25/2017
Colgate Raiders,Columbia Lions,11/25/2017
Detroit Titans,Siena Heights Saints,11/25/2017
Liberty Flames,Toccoa Falls Eagles,11/25/2017
Southeastern Louisiana Lions,Mississippi Valley State Delta Devils,11/25/2017
Siena Saints,Hofstra Pride,11/25/2017
Western Michigan Broncos,Northwood (MI) Timberwolves,11/25/2017
Yale Bulldogs,Vermont Catamounts,11/25/2017
BYU Cougars,Massachusetts Minutemen,11/25/2017
Gardner-Webb Runnin' Bulldogs,Fairfield Stags,11/25/2017
North Dakota Fighting Hawks,Utah Valley Wolverines,11/25/2017
Northeastern Huskies,Furman Paladins,11/25/2017
American University Eagles,VMI Keydets,11/25/2017
Little Rock Trojans,Robert Morris Colonials,11/25/2017
Bethune-Cookman Wildcats,Florida College Falcons,11/25/2017
Delaware State Hornets,Georgian Court Lions,11/25/2017
East Tennessee State Buccaneers,Fort Wayne Mastodons,11/25/2017
McNeese State Cowboys,Southern-New Orleans Knights,11/25/2017
Radford Highlanders,James Madison Dukes,11/25/2017
Santa Clara Broncos,Sam Houston State Bearkats,11/25/2017
St. Francis Brooklyn Terriers,Denver Pioneers,11/25/2017
Western Carolina Catamounts,Alabama A&M Bulldogs,11/25/2017
NJIT Highlanders,Drexel Dragons,11/25/2017
Eastern Kentucky Colonels,Asbury College Eagles,11/25/2017
Loyola Chicago Ramblers,Kent State Golden Flashes,11/25/2017
Wright State Raiders,Jacksonville Dolphins,11/25/2017
USC Upstate Spartans,Abilene Christian Wildcats,11/25/2017
Alcorn State Braves,Concordia College Hornets,11/25/2017
Alaska-Anchorage Seawolves,Charleston Cougars,11/25/2017
Appalachian State Mountaineers,Davidson Wildcats,11/25/2017
Dayton Flyers,Akron Zips,11/25/2017
Monmouth Hawks,Penn Quakers,11/25/2017
Niagara Purple Eagles,UT Arlington Mavericks,11/25/2017
Chattanooga Mocs,Tennessee Wesleyan Bulldogs,11/25/2017
Kennesaw State Owls,Tennessee State Tigers,11/25/2017
FGCU Eagles,Navy Midshipmen,11/25/2017
Valparaiso Crusaders,UNCW Seahawks,11/25/2017
South Dakota Coyotes,Northern Colorado Bears,11/25/2017
Murray State Racers,Southern Illinois Salukis,11/25/2017
Texas-Rio Grande Valley Vaqueros,Grambling State Tigers,11/25/2017
North Dakota State Bison,Stetson Hatters,11/25/2017
Boise State Broncos,Loyola Marymount Lions,11/25/2017
Grand Canyon Antelopes,San Diego Toreros,11/25/2017
Illinois State Redbirds,Charleston Southern Buccaneers,11/25/2017
Pacific Tigers,Texas State Bobcats,11/25/2017
Weber State Wildcats,Black Hills State Yellow Jackets,11/25/2017
Idaho Vandals,Cal Poly Mustangs,11/25/2017
UNLV Runnin' Rebels,Southern Utah Thunderbirds,11/25/2017
UAPB Golden Lions,Canisius Golden Griffins,11/25/2017
Bakersfield Roadrunners,Central Michigan Chippewas,11/26/2017
Denver Pioneers,Navy Midshipmen,11/26/2017
Abilene Christian Wildcats,Bowling Green Falcons,11/26/2017
Jacksonville Dolphins,Gardner-Webb Runnin' Bulldogs,11/26/2017
Fairleigh Dickinson Knights,Princeton Tigers,11/26/2017
Fordham Rams,Manhattan Jaspers,11/26/2017
Hartford Hawks,Wagner Seahawks,11/26/2017
Lafayette Leopards,Saint Peter's Peacocks,11/26/2017
Mercer Bears,Hiwassee College Tigers,11/26/2017
Stony Brook Seawolves,Bucknell Bison,11/26/2017
Quinnipiac Bobcats,Maine Black Bears,11/26/2017
Binghamton Bearcats,Hartwick Hawks,11/26/2017
Massachusetts-Lowell River Hawks,Loyola Maryland Greyhounds,11/26/2017
Sacramento State Hornets,Saint Joseph's Hawks,11/26/2017
Austin Peay Governors,Miami (OH) RedHawks,11/26/2017
Drake Bulldogs,Chicago State Cougars,11/26/2017
Fresno State Bulldogs,Montana State Bobcats,11/26/2017
Samford Bulldogs,Mississippi Valley State Delta Devils,11/26/2017
Southeast Missouri State Redhawks,North Carolina Central Eagles,11/26/2017
Stephen F. Austin Lumberjacks,Florida A&M Rattlers,11/26/2017
Longwood Lancers,North Carolina Wesleyan Battling Bishops,11/26/2017
South Dakota Coyotes,Youngstown State Penguins,11/26/2017
South Dakota State Jackrabbits,Dakota State Trojans,11/26/2017
Little Rock Trojans,Norfolk State Spartans,11/26/2017
Boston University Terriers,Wheaton (MA) Lyons,11/26/2017
Campbell Fighting Camels,USC Upstate Spartans,11/26/2017
Wright State Raiders,Fairfield Stags,11/26/2017
South Alabama Jaguars,New Orleans Privateers,11/26/2017
Northern Illinois Huskies,Rockford University Regents,11/26/2017
UNC Asheville Bulldogs,Wofford Terriers,11/26/2017
Louisiana-Monroe Warhawks,Rust College Bearcats,11/26/2017
UT Martin Skyhawks,UMKC Kangaroos,11/26/2017
Pacific Tigers,Canisius Golden Griffins,11/26/2017
Wyoming Cowboys,New Mexico Highlands Cowboys,11/26/2017
FGCU Eagles,St. Francis Brooklyn Terriers,11/26/2017
Bryant Bulldogs,Brown Bears,11/26/2017
Winthrop Eagles,South Carolina State Bulldogs,11/26/2017
Montana Grizzlies,Carroll (MT) Fighting Saints,11/26/2017
Cal State Fullerton Titans,Harvard Crimson,11/26/2017
UMBC Retrievers,Shenandoah Hornets,11/27/2017
Towson Tigers,St. Mary's (MD) Seahawks,11/27/2017
Delaware Fightin' Blue Hens,Yale Bulldogs,11/27/2017
Duquesne Dukes,Cornell Big Red,11/27/2017
Liberty Flames,Howard Bison,11/27/2017
Monmouth Hawks,Albany Great Danes,11/27/2017
Mount St. Mary's Mountaineers,Morgan State Bears,11/27/2017
Niagara Purple Eagles,Army West Point Black Knights,11/27/2017
Hampton Pirates,St. Leo Lions,11/27/2017
Belmont Bruins,Lipscomb Bisons,11/27/2017
Nicholls Colonels,Blue Mountain College Toppers,11/27/2017
Oral Roberts Golden Eagles,Oakland Golden Grizzlies,11/27/2017
UT Arlington Mavericks,Texas-Dallas Comets,11/27/2017
Troy Trojans,Delaware State Hornets,11/27/2017
Green Bay Phoenix,Stetson Hatters,11/27/2017
Central Arkansas Bears,Morehead State Eagles,11/27/2017
Seattle Redhawks,Idaho State Bengals,11/27/2017
Hawaii Rainbow Warriors,Adams State Grizzlies,11/28/2017
Akron Zips,Chattanooga Mocs,11/28/2017
Ball State Cardinals,Oakland City Mighty Oaks,11/28/2017
Dartmouth Big Green,Loyola Maryland Greyhounds,11/28/2017
Ohio Bobcats,Iona Gaels,11/28/2017
Presbyterian Blue Hose,UNCG Spartans,11/28/2017
Rhode Island Rams,Brown Bears,11/28/2017
South Carolina State Bulldogs,Morris College Hornets,11/28/2017
VCU Rams,Appalachian State Mountaineers,11/28/2017
Fort Wayne Mastodons,Detroit Titans,11/28/2017
NJIT Highlanders,LIU Brooklyn Blackbirds,11/28/2017
Charleston Southern Buccaneers,VMI Keydets,11/28/2017
Sam Houston State Bearkats,Schreiner Mountaineers,11/28/2017
Southeast Missouri State Redhawks,Hannibal-LaGrange Trojans,11/28/2017
Houston Baptist Huskies,Dallas Christian Crusaders,11/28/2017
Murray State Racers,Harris-Stowe Hornets,11/28/2017
Louisiana-Monroe Warhawks,Jackson State Tigers,11/28/2017
Southeastern Louisiana Lions,Loyola (LA) Wolfpack,11/28/2017
Saint Louis Billikens,Western Michigan Broncos,11/28/2017
Louisiana Ragin' Cajuns,McNeese State Cowboys,11/28/2017
Missouri State Bears,Colorado State Rams,11/28/2017
Tennessee State Tigers,Fisk University Bulldogs,11/28/2017
Valparaiso Crusaders,Utah State Aggies,11/28/2017
Western Illinois Leathernecks,IUPUI Jaguars,11/28/2017
North Dakota Fighting Hawks,Presentation Saints,11/28/2017
Stephen F. Austin Lumberjacks,North Dakota State Bison,11/28/2017
Boise State Broncos,Loyola Chicago Ramblers,11/28/2017
San Francisco Dons,UC Santa Barbara Gauchos,11/28/2017
Loyola Marymount Lions,Cal State-Los Angeles Golden Eagles,11/28/2017
Bowling Green Falcons,San Jose State Spartans,11/29/2017
Cleveland State Vikings,Arkansas State Red Wolves,11/29/2017
Coastal Carolina Chanticleers,Wofford Terriers,11/29/2017
Drexel Dragons,Lafayette Leopards,11/29/2017
Fordham Rams,East Tennessee State Buccaneers,11/29/2017
Furman Paladins,Winthrop Eagles,11/29/2017
George Washington Colonials,Morgan State Bears,11/29/2017
Southern University Jaguars,Wiley Wildcats,11/29/2017
Indiana State Sycamores,Air Force Falcons,11/29/2017
James Madison Dukes,George Mason Patriots,11/29/2017
Miami (OH) RedHawks,Midway Eagles,11/29/2017
UNC Asheville Bulldogs,USC Upstate Spartans,11/29/2017
Niagara Purple Eagles,Buffalo Bulls,11/29/2017
North Florida Ospreys,Eastern Michigan Eagles,11/29/2017
Richmond Spiders,Vermont Catamounts,11/29/2017
Siena Saints,St. Bonaventure Bonnies,11/29/2017
Saint Francis U Red Flash,American University Eagles,11/29/2017
Saint Joseph's Hawks,Bucknell Bison,11/29/2017
Saint Peter's Peacocks,Fairleigh Dickinson Knights,11/29/2017
Stony Brook Seawolves,Shawnee State Bears,11/29/2017
Tennessee Tech Golden Eagles,Lipscomb Bisons,11/29/2017
Youngstown State Penguins,Robert Morris Colonials,11/29/2017
Hampton Pirates,Mid-Atlantic Christian Mustangs,11/29/2017
Quinnipiac Bobcats,Massachusetts Minutemen,11/29/2017
Albany Great Danes,Colgate Raiders,11/29/2017
Longwood Lancers,Bluefield State Big Blues,11/29/2017
FGCU Eagles,Webber International Warriors,11/29/2017
Northern Kentucky Norse,Berea College Mountaineers,11/29/2017
Massachusetts-Lowell River Hawks,Sacred Heart Pioneers,11/29/2017
New Hampshire Wildcats,Boston University Terriers,11/29/2017
Little Rock Trojans,Central Arkansas Bears,11/29/2017
Northwestern State Demons,Lyon Scots,11/29/2017
UNI Panthers,UNLV Runnin' Rebels,11/29/2017
Princeton Tigers,Lehigh Mountain Hawks,11/29/2017
Southern Illinois Salukis,SIUE Cougars,11/29/2017
Texas State Bobcats,Texas A&M-Corpus Christi Islanders,11/29/2017
Troy Trojans,UIC Flames,11/29/2017
Alabama A&M Bulldogs,Georgia State Panthers,11/29/2017
Omaha Mavericks,Drake Bulldogs,11/29/2017
Norfolk State Spartans,Kent State Golden Flashes,11/29/2017
Yale Bulldogs,Bryant Bulldogs,11/29/2017
Delaware State Hornets,Binghamton Bearcats,11/29/2017
Denver Pioneers,Wyoming Cowboys,11/29/2017
Montana State Bobcats,Bethesda Flames,11/29/2017
New Mexico Lobos,Evansville Aces,11/29/2017
Utah Valley Wolverines,BYU Cougars,11/29/2017
Northern Illinois Huskies,Milwaukee Panthers,11/29/2017
UC Davis Aggies,Northern Colorado Bears,11/29/2017
UC Irvine Anteaters,Whittier Poets,11/29/2017
Nevada Wolf Pack,Illinois State Redbirds,11/29/2017
Pepperdine Waves,Southern Utah Thunderbirds,11/29/2017
Morehead State Eagles,Alice Lloyd College Eagles,11/30/2017
Central Connecticut State Blue Devils,North Carolina A&T Aggies,11/30/2017
Charleston Cougars,Western Carolina Catamounts,11/30/2017
Hofstra Pride,Molloy Lions,11/30/2017
Howard Bison,Central Pennsylvania College Knights,11/30/2017
LIU Brooklyn Blackbirds,Hartford Hawks,11/30/2017
Northeastern Huskies,Harvard Crimson,11/30/2017
Oakland Golden Grizzlies,Texas Southern Tigers,11/30/2017
St. Francis Brooklyn Terriers,College of New Rochelle Blue Angels,11/30/2017
Stetson Hatters,Campbell Fighting Camels,11/30/2017
North Carolina Central Eagles,Christendom College Crusaders,11/30/2017
Fort Wayne Mastodons,Indiana-Kokomo Cougars,11/30/2017
Savannah State Tigers,Carver College Cougars,11/30/2017
Jacksonville Dolphins,Bethune-Cookman Wildcats,11/30/2017
Sam Houston State Bearkats,St. Thomas (TX) Celts,11/30/2017
Jacksonville State Gamecocks,Alabama State Hornets,11/30/2017
UMKC Kangaroos,South Dakota Coyotes,11/30/2017
Fresno State Bulldogs,Weber State Wildcats,11/30/2017
Portland Pilots,Multnomah Lions,11/30/2017
Santa Clara Broncos,Northern Arizona Lumberjacks,11/30/2017
UC Riverside Highlanders,Pacific Tigers,11/30/2017
Seattle Redhawks,Kennesaw State Owls,11/30/2017
San Diego Toreros,San Diego State Aztecs,11/30/2017
Holy Cross Crusaders,Manhattan Jaspers,12/1/2017
La Salle Explorers,Towson Tigers,12/1/2017
Citadel Bulldogs,Marist Red Foxes,12/1/2017
Army West Point Black Knights,UMBC Retrievers,12/1/2017
Central Michigan Chippewas,Jackson State Tigers,12/1/2017
Navy Midshipmen,Delaware Fightin' Blue Hens,12/1/2017
Ohio Bobcats,Coppin State Eagles,12/1/2017
Stetson Hatters,Edward Waters Tigers,12/1/2017
Wagner Seahawks,Fairfield Stags,12/1/2017
High Point Panthers,Johnson & Wales (NC) Wildcats,12/1/2017
Alcorn State Braves,Rust College Bearcats,12/1/2017
Bradley Braves,Eastern Illinois Panthers,12/1/2017
Nicholls Colonels,Louisiana Ragin' Cajuns,12/1/2017
Texas A&M-Corpus Christi Islanders,Texas Lutheran Bulldogs,12/1/2017
Idaho State Bengals,Bethesda Flames,12/1/2017
La Salle Explorers,Holy Cross Crusaders,12/2/2017
Towson Tigers,Manhattan Jaspers,12/2/2017
Iona Gaels,Fairleigh Dickinson Knights,12/2/2017
Liberty Flames,UNCG Spartans,12/2/2017
New Hampshire Wildcats,Bryant Bulldogs,12/2/2017
VMI Keydets,Radford Highlanders,12/2/2017
Ball State Cardinals,IUPUI Jaguars,12/2/2017
Belmont Bruins,Green Bay Phoenix,12/2/2017
Brown Bears,Central Connecticut State Blue Devils,12/2/2017
Buffalo Bulls,St. Bonaventure Bonnies,12/2/2017
Evansville Aces,Oakland City Mighty Oaks,12/2/2017
Fordham Rams,Maine Black Bears,12/2/2017
Lafayette Leopards,Quinnipiac Bobcats,12/2/2017
Siena Saints,Robert Morris Colonials,12/2/2017
Western Michigan Broncos,Oakland Golden Grizzlies,12/2/2017
Winthrop Eagles,Reinhardt Eagles,12/2/2017
Binghamton Bearcats,Colgate Raiders,12/2/2017
Citadel Bulldogs,UMBC Retrievers,12/2/2017
Denver Pioneers,Air Force Falcons,12/2/2017
New Orleans Privateers,Williams Baptist Eagles,12/2/2017
Gardner-Webb Runnin' Bulldogs,USC Upstate Spartans,12/2/2017
Longwood Lancers,Fayetteville State Broncos,12/2/2017
Chicago State Cougars,Northern Illinois Huskies,12/2/2017
Little Rock Trojans,Oral Roberts Golden Eagles,12/2/2017
Canisius Golden Griffins,Dartmouth Big Green,12/2/2017
Drexel Dragons,Rider Broncs,12/2/2017
Furman Paladins,Tennessee Tech Golden Eagles,12/2/2017
Loyola Chicago Ramblers,UIC Flames,12/2/2017
Maryland Eastern Shore Hawks,American University Eagles,12/2/2017
Mount St. Mary's Mountaineers,Loyola Maryland Greyhounds,12/2/2017
Northeastern Huskies,Cornell Big Red,12/2/2017
Presbyterian Blue Hose,North Carolina A&T Aggies,12/2/2017
Southern Illinois Salukis,San Jose State Spartans,12/2/2017
Milwaukee Panthers,Montana State Bobcats,12/2/2017
Portland State Vikings,Portland Bible Wildcats,12/2/2017
Savannah State Tigers,William & Mary Tribe,12/2/2017
Austin Peay Governors,Alabama A&M Bulldogs,12/2/2017
Stephen F. Austin Lumberjacks,Louisiana-Monroe Warhawks,12/2/2017
Abilene Christian Wildcats,Schreiner Mountaineers,12/2/2017
Georgia Southern Eagles,Tennessee Wesleyan Bulldogs,12/2/2017
Chattanooga Mocs,UT Martin Skyhawks,12/2/2017
Army West Point Black Knights,Marist Red Foxes,12/2/2017
Eastern Kentucky Colonels,Jacksonville Dolphins,12/2/2017
Wyoming Cowboys,Drake Bulldogs,12/2/2017
Norfolk State Spartans,Bowling Green Falcons,12/2/2017
Bucknell Bison,Vermont Catamounts,12/2/2017
Coastal Carolina Chanticleers,Lamar Cardinals,12/2/2017
Elon Phoenix,Saint Peter's Peacocks,12/2/2017
Kent State Golden Flashes,Cleveland State Vikings,12/2/2017
Long Beach State 49ers,Fresno State Bulldogs,12/2/2017
North Florida Ospreys,Trinity Baptist Eagles,12/2/2017
Stony Brook Seawolves,Saint Francis U Red Flash,12/2/2017
Toledo Rockets,Texas Southern Tigers,12/2/2017
North Carolina Central Eagles,Southeast Missouri State Redhawks,12/2/2017
Albany Great Danes,Columbia Lions,12/2/2017
Northern Kentucky Norse,Morehead State Eagles,12/2/2017
Houston Baptist Huskies,Texas State Bobcats,12/2/2017
Murray State Racers,Florida A&M Rattlers,12/2/2017
Southern Utah Thunderbirds,San Diego Christian Hawks,12/2/2017
Tennessee State Tigers,Lipscomb Bisons,12/2/2017
Western Illinois Leathernecks,Miami (OH) RedHawks,12/2/2017
South Dakota State Jackrabbits,Missouri State Bears,12/2/2017
Cal State Fullerton Titans,Cal Lutheran Kingsmen,12/2/2017
Grand Canyon Antelopes,UC Riverside Highlanders,12/2/2017
Utah State Aggies,BYU Cougars,12/2/2017
UC Irvine Anteaters,Nevada Wolf Pack,12/2/2017
Cal Poly Mustangs,Pepperdine Waves,12/2/2017
UC Santa Barbara Gauchos,San Diego Toreros,12/2/2017
Santa Clara Broncos,UAPB Golden Lions,12/2/2017
Bakersfield Roadrunners,Northern Arizona Lumberjacks,12/2/2017
Fort Wayne Mastodons,SIUE Cougars,12/3/2017
NJIT Highlanders,Massachusetts-Lowell River Hawks,12/3/2017
Navy Midshipmen,Morgan State Bears,12/3/2017
Jacksonville State Gamecocks,Samford Bulldogs,12/3/2017
Boise State Broncos,Portland Pilots,12/3/2017
Seattle Redhawks,Eastern Washington Eagles,12/3/2017
New Mexico State Aggies,Prairie View A&M Panthers,12/3/2017
Pacific Tigers,Arkansas-Fort Smith Lions,12/3/2017
San Diego State Aztecs,Bradley Braves,12/3/2017
Nicholls Colonels,Idaho Vandals,12/3/2017
Northern Colorado Bears,Western State Mountaineers,12/3/2017
Montana Grizzlies,CSUN Matadors,12/3/2017
Charleston Cougars,High Point Panthers,12/4/2017
Columbia Lions,Quinnipiac Bobcats,12/4/2017
Duquesne Dukes,Maryland Eastern Shore Hawks,12/4/2017
Georgia State Panthers,Liberty Flames,12/4/2017
Howard Bison,Penn Quakers,12/4/2017
LIU Brooklyn Blackbirds,Stony Brook Seawolves,12/4/2017
Western Carolina Catamounts,Appalachian State Mountaineers,12/4/2017
Grambling State Tigers,Tougaloo Bulldogs,12/4/2017
North Dakota State Bison,Missouri State Bears,12/4/2017
Lipscomb Bisons,Belmont Bruins,12/4/2017
Air Force Falcons,Western State Mountaineers,12/4/2017
San Francisco Dons,Central Arkansas Bears,12/4/2017
Seattle Redhawks,Pacific Lutheran Lutes,12/4/2017
Saint Mary's Gaels,Sacramento State Hornets,12/4/2017
Citadel Bulldogs,James Madison Dukes,12/5/2017
Sacred Heart Pioneers,Dartmouth Big Green,12/5/2017
Bowling Green Falcons,Evansville Aces,12/5/2017
Central Michigan Chippewas,Montana State Bobcats,12/5/2017
Davidson Wildcats,VMI Keydets,12/5/2017
Jacksonville Dolphins,Milwaukee Panthers,12/5/2017
New Hampshire Wildcats,Niagara Purple Eagles,12/5/2017
Northeastern Huskies,Bucknell Bison,12/5/2017
Presbyterian Blue Hose,South Carolina State Bulldogs,12/5/2017
Wagner Seahawks,Massachusetts-Lowell River Hawks,12/5/2017
Wright State Raiders,Ohio Valley Fighting Scots,12/5/2017
Furman Paladins,UNC Asheville Bulldogs,12/5/2017
Maine Black Bears,Maine-Presque Isle Owls,12/5/2017
Lamar Cardinals,St. Thomas (TX) Celts,12/5/2017
Incarnate Word Cardinals,Texas Lutheran Bulldogs,12/5/2017
Arkansas State Red Wolves,UT Martin Skyhawks,12/5/2017
Denver Pioneers,San Jose State Spartans,12/5/2017
Fresno State Bulldogs,Bakersfield Roadrunners,12/5/2017
UNLV Runnin' Rebels,Oral Roberts Golden Eagles,12/5/2017
Pepperdine Waves,UC Riverside Highlanders,12/5/2017
UC Santa Barbara Gauchos,Omaha Mavericks,12/5/2017
Akron Zips,Fort Wayne Mastodons,12/6/2017
Canisius Golden Griffins,St. Bonaventure Bonnies,12/6/2017
Coppin State Eagles,Navy Midshipmen,12/6/2017
Dayton Flyers,Tennessee Tech Golden Eagles,12/6/2017
Delaware Fightin' Blue Hens,Buffalo Bulls,12/6/2017
Detroit Titans,Toledo Rockets,12/6/2017
